knowledge_id,filename,title,domain,knowledge_type,priority,package,served_agents,business_chain_stage,source_strategy,source_type,required_source_categories,minimum_source_count,synthetic_fields,source_requirement,parent_knowledge,depends_on,dependency_rationale,source_authority,normative_force,applicability,status,notes
DATA001,DATA001_结构化业务数据_员工花名册.xlsx,员工花名册,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A07;A08,B06;B07;B08,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=HIGHLY_SENSITIVE
DATA002,DATA002_结构化业务数据_客户主数据.xlsx,客户主数据,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A01;A02;A12,B01;B03;B17,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=SENSITIVE
DATA003,DATA003_结构化业务数据_供应商主数据.xlsx,供应商主数据,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A09;A10;A11,B09;B10,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=SENSITIVE
DATA004,DATA004_结构化业务数据_项目主数据.xlsx,项目主数据,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A02;A03;A12,B04;B12;B16;B17,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=INTERNAL
DATA005,DATA005_结构化业务数据_合同台账.xlsx,合同台账,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A10;A11;A12,B11;B12;B17,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=HIGHLY_SENSITIVE
DATA006,DATA006_结构化业务数据_采购订单台账.xlsx,采购订单台账,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A09;A11;A12,B09;B12;B17,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=SENSITIVE
DATA007,DATA007_结构化业务数据_项目工时台账.xlsx,项目工时台账,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A02;A08;A12,B06;B12;B17,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=SENSITIVE
DATA008,DATA008_结构化业务数据_项目成本台账.xlsx,项目成本台账,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A02;A11;A12,B12;B16;B17,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=HIGHLY_SENSITIVE
DATA009,DATA009_结构化业务数据_年度预算台账.xlsx,年度预算台账,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A02;A11;A12,B04;B17,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=HIGHLY_SENSITIVE
DATA010,DATA010_结构化业务数据_项目收入台账.xlsx,项目收入台账,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A02;A11;A12,B11;B16;B17,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=HIGHLY_SENSITIVE
DATA011,DATA011_结构化业务数据_人员能力标签.xlsx,人员能力标签,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A07;A08;A02,B06;B07;B08,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=SENSITIVE
DATA012,DATA012_结构化业务数据_经营指标字典.xlsx,经营指标字典,结构化业务数据,BUSINESS_DATA,P1,PACKAGE-03,A02;A03;A12,B17;B18,SYNTHETIC controlled business-data generation,SYNTHETIC,,0,全部业务记录,仅生成合成行；不得使用真实个人信息,KB007,KB007,数据集受数据分类分级和最小必要原则约束。,SYNTHETIC,NONE,DIRECT,planned,confidentiality=INTERNAL
